model_alias,model_id,experiment_id,run_id,task_direction,corpus_config,doc_template,query_instruction_variant_original,query_instruction_group,query_instruction_text,doc_prefix,summary_generator,summary_model_id,summary_prompt_variant,eval_n,old_mrr_at_10,old_r_at_1,old_r_at_5,old_r_at_10,artifact_available,artifact_depth,can_recalculate_from_artifact,needs_model_rerun,notes,source_file
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__fable_direct__generic,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",passage: ,Gemini,,direct_moral,709,0.208922,0.133992,0.276446,0.339915,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__raw__default,moral_to_fable,raw,{fable},default,model_default,query: ,passage: ,,,,709,0.093338,0.053597,0.124118,0.152327,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__raw__generic,moral_to_fable,raw,{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",passage: ,,,,709,0.090448,0.055007,0.115656,0.146685,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__summary_fable_cot__default,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},default,model_default,query: ,passage: ,Gemini,,cot_proverb,709,0.279467,0.197461,0.362482,0.438646,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__summary_fable_cot__generic,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",passage: ,Gemini,,cot_proverb,709,0.262288,0.184767,0.337094,0.393512,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__summary_only_cot__default,moral_to_fable,summary_only_cot,{cot_proverb},default,model_default,query: ,passage: ,Gemini,,cot_proverb,709,0.230043,0.157969,0.294781,0.358251,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large,intfloat/multilingual-e5-large,exp_12,Multilingual-E5-large__summary_only_cot__generic,moral_to_fable,summary_only_cot,{cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",passage: ,Gemini,,cot_proverb,709,0.241444,0.170663,0.314528,0.365303,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_abstract__default,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,conceptual_abstract,709,0.231134,0.155148,0.310296,0.373766,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_abstract__generic,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,conceptual_abstract,709,0.252979,0.160790,0.351199,0.414669,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_cot__default,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.239634,0.166432,0.317348,0.389281,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_cot__generic,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.251579,0.179126,0.324401,0.397743,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_direct__default,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,direct_moral,709,0.238617,0.159379,0.310296,0.396333,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__fable_direct__generic,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,direct_moral,709,0.254043,0.173484,0.334274,0.424542,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__raw__default,moral_to_fable,raw,{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,709,0.088987,0.046544,0.125529,0.163611,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__raw__generic,moral_to_fable,raw,{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,709,0.090142,0.043724,0.122708,0.170663,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__summary_fable_cot__default,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.267789,0.188999,0.345557,0.414669,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__summary_fable_cot__generic,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.278849,0.187588,0.373766,0.459803,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__summary_only_cot__default,moral_to_fable,summary_only_cot,{cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.222179,0.155148,0.289140,0.352609,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,exp_12,Multilingual-E5-large-instruct__summary_only_cot__generic,moral_to_fable,summary_only_cot,{cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.270427,0.194640,0.330042,0.416079,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_11,Nomic-Embed-v2-MoE,moral_to_fable,fable_plus_summary,{fable}\n\nMoral summary: {summary},default,model_default,search_query: ,search_document: ,Gemini/Gemma summary field,,existing_summary_field,709,0.221127,0.145275,0.284908,0.362482,full_embeddings,709,yes,no,Fable+summary zero-shot embedding baseline.,experiments/11_embedding_baselines/results/2026-04-27_14-33-09_EmbeddingGemma-300M_Nomic-Embed-v2-MoE.json
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_abstract__default,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},default,model_default,search_query: ,search_document: ,Gemini,,conceptual_abstract,709,0.225653,0.146685,0.297602,0.359661,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_abstract__generic,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,Gemini,,conceptual_abstract,709,0.105723,0.060649,0.133992,0.186178,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_cot__default,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},default,model_default,search_query: ,search_document: ,Gemini,,cot_proverb,709,0.220586,0.145275,0.286319,0.359661,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_cot__generic,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,Gemini,,cot_proverb,709,0.101078,0.057828,0.119887,0.186178,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_direct__default,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},default,model_default,search_query: ,search_document: ,Gemini,,direct_moral,709,0.219189,0.136812,0.299013,0.359661,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__fable_direct__generic,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,Gemini,,direct_moral,709,0.104235,0.056417,0.139633,0.196051,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__raw__default,moral_to_fable,raw,{fable},default,model_default,search_query: ,search_document: ,,,,709,0.082476,0.040903,0.111425,0.150917,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__raw__generic,moral_to_fable,raw,{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,,,,709,0.038727,0.018336,0.043724,0.063470,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__summary_fable_cot__default,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},default,model_default,search_query: ,search_document: ,Gemini,,cot_proverb,709,0.252393,0.172073,0.327221,0.386460,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__summary_fable_cot__generic,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,Gemini,,cot_proverb,709,0.125214,0.078984,0.165021,0.215797,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__summary_only_cot__default,moral_to_fable,summary_only_cot,{cot_proverb},default,model_default,search_query: ,search_document: ,Gemini,,cot_proverb,709,0.236206,0.159379,0.308886,0.365303,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,exp_12,Nomic-Embed-v2-MoE__summary_only_cot__generic,moral_to_fable,summary_only_cot,{cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",search_document: ,Gemini,,cot_proverb,709,0.167394,0.119887,0.205924,0.246827,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
nomic-v2-moe,nomic-ai/nomic-embed-text-v2-moe,exp_02,nomic-v2-moe__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.102181,0.060649,0.124118,0.180536,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
nomic-v2-moe,nomic-ai/nomic-embed-text-v2-moe,exp_02,nomic-v2-moe__prefixed,moral_to_fable,raw,{fable},prefixed,model_prefix,search_query: ,search_document: ,,,,709,0.082499,0.040903,0.111425,0.150917,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
NV-Embed-v2,nvidia/NV-Embed-v2,exp_11,NV-Embed-v2,moral_to_fable,fable_plus_summary,{fable}\n\nMoral summary: {summary},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini/Gemma summary field,,existing_summary_field,,,,,,error_result,,no,yes,'NVEmbedModel' object has no attribute 'all_tied_weights_keys',experiments/11_embedding_baselines/results/2026-04-27_15-06-17_NV-Embed-v2.json
qwen3-0.6b,Qwen/Qwen3-Embedding-0.6B,exp_02,qwen3-0.6b__general,moral_to_fable,raw,{fable},general,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery:",,,,,709,0.103476,0.055007,0.136812,0.181946,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
qwen3-0.6b,Qwen/Qwen3-Embedding-0.6B,exp_02,qwen3-0.6b__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.096653,0.053597,0.126939,0.170663,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
qwen3-0.6b,Qwen/Qwen3-Embedding-0.6B,exp_02,qwen3-0.6b__specific,moral_to_fable,raw,{fable},specific,specific,"Instruct: Given a moral principle or lesson, retrieve the fable that illustrates it\nQuery:",,,,,709,0.088521,0.049365,0.110014,0.143865,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
qwen3-4b,Qwen/Qwen3-Embedding-4B,exp_02,qwen3-4b__general,moral_to_fable,raw,{fable},general,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery:",,,,,709,0.161961,0.098731,0.208745,0.272214,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
qwen3-4b,Qwen/Qwen3-Embedding-4B,exp_02,qwen3-4b__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.141876,0.084626,0.186178,0.239774,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
qwen3-4b,Qwen/Qwen3-Embedding-4B,exp_02,qwen3-4b__specific,moral_to_fable,raw,{fable},specific,specific,"Instruct: Given a moral principle or lesson, retrieve the fable that illustrates it\nQuery:",,,,,709,0.123907,0.071932,0.160790,0.214386,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_abstract__default,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,conceptual_abstract,709,0.256111,0.166432,0.344147,0.425952,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_abstract__generic,moral_to_fable,fable_abstract,{fable}\n\nMoral summary: {conceptual_abstract},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,conceptual_abstract,709,0.293502,0.193230,0.397743,0.472496,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_cot__default,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.235567,0.155148,0.317348,0.387870,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_cot__generic,moral_to_fable,fable_cot,{fable}\n\nMoral summary: {cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.263401,0.160790,0.387870,0.445698,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_direct__default,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,direct_moral,709,0.255880,0.165021,0.348378,0.425952,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__fable_direct__generic,moral_to_fable,fable_direct,{fable}\n\nMoral summary: {direct_moral},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,direct_moral,709,0.282671,0.184767,0.389281,0.469676,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__raw__default,moral_to_fable,raw,{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,709,0.087977,0.050776,0.108604,0.142454,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__raw__generic,moral_to_fable,raw,{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,709,0.105336,0.056417,0.138223,0.184767,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__summary_fable_cot__default,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.255760,0.174894,0.325811,0.410437,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__summary_fable_cot__generic,moral_to_fable,summary_fable_cot,Moral summary: {cot_proverb}\n\n{fable},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.287398,0.188999,0.386460,0.466855,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__summary_only_cot__default,moral_to_fable,summary_only_cot,{cot_proverb},default,model_default,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,Gemini,,cot_proverb,709,0.202584,0.131171,0.269394,0.330042,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,exp_12,Qwen3-Embedding-0.6B__summary_only_cot__generic,moral_to_fable,summary_only_cot,{cot_proverb},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,Gemini,,cot_proverb,709,0.248871,0.170663,0.321580,0.387870,aggregate_only,,no,yes,,experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_19-45-55__8B__abstract,moral_to_fable,raw,{fable},abstract,qwen_custom,"Instruct: Given a concise moral truth - a statement about virtue, vice, or the human condition - retrieve the fable that serves as its narrative embodiment. The fable will not state this moral explicitly; instead, the moral emerges from the interplay of characters' actions and their consequences. Look past literal content to find the fable whose deeper meaning aligns with this principle.\nQuery:",,,,,5,0.249272,0.200000,0.200000,0.400000,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_19-45-55/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_20-29-02__8B__abstract,moral_to_fable,raw,{fable},abstract,qwen_custom,"Instruct: Given a concise moral truth - a statement about virtue, vice, or the human condition - retrieve the fable that serves as its narrative embodiment. The fable will not state this moral explicitly; instead, the moral emerges from the interplay of characters' actions and their consequences. Look past literal content to find the fable whose deeper meaning aligns with this principle.\nQuery:",,,,,709,0.104555,0.055007,0.141044,0.194640,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_19-45-55__8B__analytical,moral_to_fable,raw,{fable},analytical,qwen_custom,"Instruct: Given a moral statement about human nature, retrieve the fable that illustrates this principle. Consider: the fable will dramatize this lesson through a narrative arc where characters' choices lead to consequences that reveal the truth of this moral. The fable may use animals, people, or objects as allegories. Look for the structural match between the abstract lesson and the narrative pattern.\nQuery:",,,,,5,0.262785,0.200000,0.400000,0.400000,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_19-45-55/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_20-29-02__8B__analytical,moral_to_fable,raw,{fable},analytical,qwen_custom,"Instruct: Given a moral statement about human nature, retrieve the fable that illustrates this principle. Consider: the fable will dramatize this lesson through a narrative arc where characters' choices lead to consequences that reveal the truth of this moral. The fable may use animals, people, or objects as allegories. Look for the structural match between the abstract lesson and the narrative pattern.\nQuery:",,,,,709,0.110030,0.053597,0.150917,0.205924,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_19-45-55__8B__baseline,moral_to_fable,raw,{fable},baseline,qwen_custom,"Instruct: Given a text, retrieve the most relevant passage that matches this text\nQuery:",,,,,5,0.304529,0.200000,0.400000,0.400000,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_19-45-55/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_20-29-02__8B__baseline,moral_to_fable,raw,{fable},baseline,qwen_custom,"Instruct: Given a text, retrieve the most relevant passage that matches this text\nQuery:",,,,,709,0.183359,0.110014,0.252468,0.327221,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_20-29-02/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-29_10-16-44__8B__baseline_x2,moral_to_fable,raw,{fable},baseline_x2,qwen_custom,"Instruct: Given a text, retrieve the most relevant passage that matches this text\nQuery:",,,,,709,0.180434,0.105783,0.248237,0.327221,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=2.,experiments/05_qwen3_embedding/results/2026-03-29_10-16-44/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-29_10-16-44__8B__baseline_x3,moral_to_fable,raw,{fable},baseline_x3,qwen_custom,"Instruct: Given a text, retrieve the most relevant passage that matches this text\nQuery:",,,,,709,0.183497,0.107193,0.252468,0.325811,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=3.,experiments/05_qwen3_embedding/results/2026-03-29_10-16-44/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-29_09-16-46__8B__cot_style,moral_to_fable,raw,{fable},cot_style,qwen_custom,"Instruct: Given a moral, reason about what story would teach this lesson, then retrieve it\nQuery:",,,,,709,0.161661,0.088858,0.221439,0.301834,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-29_09-16-46/results.json
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_05,2026-03-28_19-45-55__8B__moral_focused,moral_to_fable,raw,{fable},moral_focused,qwen_custom,"Instruct: Given a moral principle or life lesson, retrieve the fable or parable that teaches this exact lesson through its characters, conflict, and resolution. Focus on the underlying meaning, not surface-level details like character names or settings.\nQuery:",,,,,5,0.266370,0.200000,0.400000,0.400000,top10_predictions,10,partial_top10_only,yes_for_full_metrics,Qwen custom instruction steering; prompt_repeat=1.,experiments/05_qwen3_embedding/results/2026-03-28_19-45-55/results.json
