status,scope,experiment_id,experiment_name,run_id,run_date,result_level,task_direction,retrieval_backend,retrieval_model,retrieval_model_id,generator_model,generator_model_id,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,corpus_type,instruction_variant,prompt_variant,folds,eval_n,MRR@10,R@1,R@5,R@10,NDCG@10,Mean_Rank,Median_Rank,R@50,NDCG@50,notes,source_file
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-E4B__thinking_direct_moral__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-E4B,,,,,summary_only,gemma4-E4B/thinking_direct_moral/summary_only,summary_only,,thinking_direct_moral,,709,0.232045,0.143865,0.315938,0.410437,0.261665,72.32,17,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
planned_no_results_found,MORABLES,exp_14c,Synthetic fable training data,synthetic_fables_ft,,not_run,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral / BGE-large,,,,Synthetic fables from MORABLES morals,,,raw/fable_plus_summary,raw/fable_plus_summary,,,,,,,,,,,,,,,Planned in exp14 plan; no completed synthetic-data fine-tuning result found.,docs/exp14_finetuning_plan.md
completed,MORABLES,ft_00,Overfit sanity check,baseline_before_overfit,2026-04-06 12:43:03,full_709,moral_to_fable,fine_tuned_embedding,BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,,,ft_00,,raw,raw,raw,,,,,709,0.0634,0.03103,0.081805,0.112835,0.066089,210.444288,156,0.279267,0.102093,Baseline before intentional overfit sanity check.,finetuning/ft_00_overfit/results/2026-04-06_12-43-03_raw.json
completed,MORABLES,ft_00,Overfit sanity check,trained_overfit_same_709,2026-04-06 12:43:03,leaky_sanity_check,moral_to_fable,fine_tuned_embedding,BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,,,ft_00,,raw,raw,raw,,,,,709,0.973554,0.949224,1,1,0.980424,1.057828,1,1,0.980424,Intentional same-data overfit sanity check; not a valid benchmark result.,finetuning/ft_00_overfit/results/2026-04-06_12-43-03_raw.json
completed,MORABLES,ft_01,ft_01_5fold_cv,2026-04-06_14-25-34_raw_all_folds,2026-04-06 14:25:34,5fold_cv,moral_to_fable,fine_tuned_embedding,BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,,,MORABLES,,raw,raw,raw,,,,0;1;2;3;4,709,0.1225,0.067701,0.157969,0.221439,0.133357,125.727786,55.913963,0.48519,0.191476,,finetuning/ft_01_5fold_cv/results/2026-04-06_14-25-34_raw_all_folds.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-15_11-46-11_raw_all_folds,2026-04-15 11:46:11,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,raw,raw,raw,,,,0;1;2;3;4,709,0.312146,0.19464,0.42031,0.550071,0.357917,43.961918,7.898449,0.784203,0.410515,,finetuning/ft_02_linq_5fold_cv/results/2026-04-15_11-46-11_raw_all_folds.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-15_12-34-13_raw_eval_fable_plus_summary_all_folds_evaluate,2026-04-15 12:34:13,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-15_12-34-13_raw_eval_fable_plus_summary_all_folds_evaluate.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-15_12-59-59_raw_eval_fable_plus_summary_all_folds_evaluate,2026-04-15 12:59:59,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-15_12-59-59_raw_eval_fable_plus_summary_all_folds_evaluate.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-15_13-14-09_raw_eval_fable_plus_summary_all_folds_evaluate,2026-04-15 13:14:09,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-15_13-14-09_raw_eval_fable_plus_summary_all_folds_evaluate.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-15_13-23-21_raw_all_folds_evaluate,2026-04-15 13:23:21,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,raw,raw,raw,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-15_13-23-21_raw_all_folds_evaluate.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-21_08-14-30_raw_all_folds,2026-04-21 08:14:30,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,raw,raw,raw,,,,0;1;2;3;4,709,0.317722,0.204513,0.437236,0.54866,0.362112,41.002821,8.294781,0.794076,0.416348,,finetuning/ft_02_linq_5fold_cv/results/2026-04-21_08-14-30_raw_all_folds.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-21_08-36-22_raw_all_folds_evaluate,2026-04-21 08:36:22,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,raw,raw,raw,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-21_08-36-22_raw_all_folds_evaluate.json
completed,MORABLES,ft_02,ft_02_linq_5fold_cv,2026-04-21_08-48-48_raw_eval_fable_plus_summary_all_folds_evaluate,2026-04-21 08:48:48,single_run,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,,finetuning/ft_02_linq_5fold_cv/results/2026-04-21_08-48-48_raw_eval_fable_plus_summary_all_folds_evaluate.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-22_18-47-48_basic_tau005_fable_plus_summary_fold0,2026-04-22 18:47:48,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,142,0.373676,0.246479,0.535211,0.605634,0.420354,32.725352,5,0.795775,0.464167,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-22_18-47-48_basic_tau005_fable_plus_summary_fold0.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_10-22-49_basic_tau005_fable_plus_summary_fold0,2026-04-23 10:22:49,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,142,0.390771,0.274648,0.507042,0.612676,0.434195,29.591549,5,0.84507,0.485367,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_10-22-49_basic_tau005_fable_plus_summary_fold0.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_11-34-49_basic_tau005_fable_plus_summary_fold0,2026-04-23 11:34:49,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,142,0.437873,0.309859,0.584507,0.65493,0.48197,33.288732,3,0.830986,0.522282,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_11-34-49_basic_tau005_fable_plus_summary_fold0.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_13-01-04_basic_tau005_fable_plus_summary_all_folds,2026-04-23 13:01:04,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0;1;2;3;4,709,0.438112,0.318759,0.576869,0.658674,0.483188,33.716502,3.200282,0.836389,0.523432,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_13-01-04_basic_tau005_fable_plus_summary_all_folds.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_13-43-10_basic_tau005_fable_plus_summary_fold0,2026-04-23 13:43:10,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,142,0.428353,0.288732,0.605634,0.690141,0.483515,27.464789,4,0.887324,0.527497,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_13-43-10_basic_tau005_fable_plus_summary_fold0.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_18-47-07_hard_neg_based_on_adjectives_tau005_fable_plus_summary_all_folds,2026-04-23 18:47:07,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0;1;2;3;4,709,0.356028,0.252468,0.472496,0.54725,0.395671,101.751763,79.207334,0.692525,0.427447,mode=hard_neg; distractor_type=based_on_adjectives; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_18-47-07_hard_neg_based_on_adjectives_tau005_fable_plus_summary_all_folds.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_20-30-35_hard_neg_injected_adjectives_tau005_fable_plus_summary_all_folds,2026-04-23 20:30:35,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0;1;2;3;4,709,0.431742,0.303244,0.583921,0.669958,0.481113,29.647391,3.299013,0.860367,0.523407,mode=hard_neg; distractor_type=injected_adjectives; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_20-30-35_hard_neg_injected_adjectives_tau005_fable_plus_summary_all_folds.json
completed,MORABLES,ft_03,ft_03_hard_neg,2026-04-23_22-11-43_hard_neg_partial_story_tau005_fable_plus_summary_all_folds,2026-04-23 22:11:43,5fold_cv,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0;1;2;3;4,709,0.438032,0.307475,0.583921,0.669958,0.485828,28.929478,3.299013,0.866008,0.529742,mode=hard_neg; distractor_type=partial_story; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_22-11-43_hard_neg_partial_story_tau005_fable_plus_summary_all_folds.json
completed,MORABLES,ft_04,ft_04_storal_augment,2026-04-24_12-52-04_storal_augment_tau005_fable_plus_summary_fold0,2026-04-24 12:52:04,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES+STORAL,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,142,0.420123,0.302817,0.570423,0.661972,0.470609,32.640845,4,0.866197,0.513775,tau=0.05,finetuning/ft_04_storal_augment/results/2026-04-24_12-52-04_storal_augment_tau005_fable_plus_summary_fold0.json
completed,MORABLES,ft_05,ft_05_mixing_ratio,2026-04-24_12-24-34_mixing_ratio_fold0,2026-04-24 12:24:34,fold_0,moral_to_fable,fine_tuned_embedding,BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,,,MORABLES+STORAL_mixing,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0,,,,,,,,,,,,finetuning/ft_05_mixing_ratio/results/2026-04-24_12-24-34_mixing_ratio_fold0.json
planned_no_results_found,MORABLES,ft_06,Random-search fine-tuning,ft_06_random_search,,not_run,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES,,,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,Hyperparameter random search exists but no result JSONs found under finetuning/ft_06_random_search/results.,finetuning/ft_06_random_search/config.yaml
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-46-38_bge_s500__fable_plus_summary,2026-04-29 09:46:38,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_s500,500,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.255038,0.170663,0.345557,0.433004,0.288173,87.409027,20,0.629055,0.330743,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_09-46-38_bge_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-46-38_bge_s500__raw,2026-04-29 09:46:38,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_s500,500,STORAL_stories,raw,raw,,,,,709,0.127279,0.06347,0.177715,0.249647,0.145022,127.77574,57,0.48378,0.196243,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_09-46-38_bge_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-49-00_bge_s1000__fable_plus_summary,2026-04-29 09:49:00,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_s1000,1000,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.25584,0.166432,0.35402,0.431594,0.289082,88.462623,20,0.626234,0.331182,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_09-49-00_bge_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-49-00_bge_s1000__raw,2026-04-29 09:49:00,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_s1000,1000,STORAL_stories,raw,raw,,,,,709,0.145982,0.086037,0.187588,0.252468,0.159686,126.155148,57,0.480959,0.210633,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_09-49-00_bge_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-52-50_bge_sfull__fable_plus_summary,2026-04-29 09:52:50,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_sfull,1675,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.260304,0.172073,0.351199,0.417489,0.287742,88.372355,18,0.620592,0.333796,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_09-52-50_bge_sfull.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_09-52-50_bge_sfull__raw,2026-04-29 09:52:50,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,,,STORAL_sfull,1675,STORAL_stories,raw,raw,,,,,709,0.149021,0.090268,0.19464,0.25811,0.163946,127.324401,60,0.472496,0.211176,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_09-52-50_bge_sfull.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_10-13-37_linq_s500__fable_plus_summary,2026-04-29 10:13:37,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_s500,500,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.450427,0.331453,0.589563,0.67842,0.497247,31.475317,3,0.861777,0.538401,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_10-13-37_linq_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_10-13-37_linq_s500__raw,2026-04-29 10:13:37,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_s500,500,STORAL_stories,raw,raw,,,,,709,0.356577,0.239774,0.489422,0.578279,0.399957,41.38787,6,0.796897,0.448998,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_10-13-37_linq_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_10-48-14_linq_s1000__fable_plus_summary,2026-04-29 10:48:14,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_s1000,1000,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.421946,0.303244,0.554302,0.647391,0.468017,37.93512,4,0.832158,0.509226,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_10-48-14_linq_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_10-48-14_linq_s1000__raw,2026-04-29 10:48:14,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_s1000,1000,STORAL_stories,raw,raw,,,,,709,0.30679,0.190409,0.438646,0.530324,0.350864,53.060649,8,0.737659,0.397273,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_10-48-14_linq_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_11-50-27_linq_sfull__fable_plus_summary,2026-04-29 11:50:27,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_sfull,1675,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.432894,0.313117,0.571227,0.64457,0.476019,38.51481,3,0.826516,0.516935,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_11-50-27_linq_sfull.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_11-50-27_linq_sfull__raw,2026-04-29 11:50:27,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,STORAL_sfull,1675,STORAL_stories,raw,raw,,,,,709,0.328084,0.220028,0.447109,0.533145,0.368099,58.535966,8,0.7433,0.414166,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_11-50-27_linq_sfull.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_12-28-46_qwen3_s500__fable_plus_summary,2026-04-29 12:28:46,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_s500,500,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.425404,0.308886,0.559944,0.648801,0.470212,34.334274,4,0.847673,0.514979,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_12-28-46_qwen3_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_12-28-46_qwen3_s500__raw,2026-04-29 12:28:46,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_s500,500,STORAL_stories,raw,raw,,,,,709,0.314263,0.205924,0.424542,0.545839,0.358408,44.376587,8,0.77574,0.410307,size=s500; tau=0.05; length_range=56-195,finetuning/ft_07_storal_transfer/results/2026-04-29_12-28-46_qwen3_s500.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_13-04-37_qwen3_s1000__fable_plus_summary,2026-04-29 13:04:37,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_s1000,1000,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.43022,0.311707,0.558533,0.661495,0.477105,33.244006,4,0.860367,0.521544,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_13-04-37_qwen3_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_13-04-37_qwen3_s1000__raw,2026-04-29 13:04:37,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_s1000,1000,STORAL_stories,raw,raw,,,,,709,0.329233,0.214386,0.458392,0.572638,0.377447,44.241185,7,0.771509,0.422483,size=s1000; tau=0.05; length_range=30-300,finetuning/ft_07_storal_transfer/results/2026-04-29_13-04-37_qwen3_s1000.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_14-05-26_qwen3_sfull__fable_plus_summary,2026-04-29 14:05:26,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_sfull,1675,STORAL_stories,fable_plus_summary,fable_plus_summary,,,,,709,0.435099,0.315938,0.562764,0.688293,0.488104,32.231312,4,0.856135,0.525123,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_14-05-26_qwen3_sfull.json
completed,MORABLES,ft_07,STORAL transfer,2026-04-29_14-05-26_qwen3_sfull__raw,2026-04-29 14:05:26,full_709_zero_shot_transfer,moral_to_fable,fine_tuned_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,,,STORAL_sfull,1675,STORAL_stories,raw,raw,,,,,709,0.318032,0.204513,0.437236,0.545839,0.361198,44.469676,8,0.792666,0.416874,size=sfull; tau=0.05; length_range=,finetuning/ft_07_storal_transfer/results/2026-04-29_14-05-26_qwen3_sfull.json
in_progress_no_results_found,MORABLES,ft_08,Clean/noisy annotation sanity ablation,ft_08_clean_sanity,,not_run,moral_to_fable,fine_tuned_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES clean/noisy,,,fable_plus_summary,fable_plus_summary,,,,,,,,,,,,,,,Config and train script exist; docs mark annotation-noise ablation in progress; no result files found.,finetuning/ft_08_clean_sanity/config.yaml
completed,MORABLES,ft_09,False-negative masking,2026-05-09_16-41-50_fn_masking,2026-05-09 16:41:50,fold_0,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,142,0.373496,0.274648,0.457746,0.556338,0.405987,38.908451,8,0.809859,0.46229,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_16-41-50_fn_masking.json
completed,MORABLES,ft_09,False-negative masking,2026-05-09_16-57-13_fn_masking,2026-05-09 16:57:13,fold_1,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,142,0.463657,0.338028,0.591549,0.683099,0.508493,23.626761,3,0.84507,0.545883,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_16-57-13_fn_masking.json
completed,MORABLES,ft_09,False-negative masking,2026-05-09_17-11-46_fn_masking,2026-05-09 17:11:46,fold_2,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,142,0.503975,0.401408,0.633803,0.704225,0.543754,29.478873,2.5,0.894366,0.586951,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_17-11-46_fn_masking.json
completed,MORABLES,ft_09,False-negative masking,2026-05-09_17-26-25_fn_masking,2026-05-09 17:26:25,fold_3,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,142,0.386409,0.253521,0.542254,0.619718,0.434061,37.521127,3.5,0.816901,0.478878,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_17-26-25_fn_masking.json
completed,MORABLES,ft_09,False-negative masking,2026-05-09_20-14-04_fn_masking,2026-05-09 20:14:04,fold_4,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,,141,0.447747,0.319149,0.609929,0.687943,0.498318,28.794326,3,0.865248,0.538053,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_20-14-04_fn_masking.json
completed,MORABLES,ft_09,False-negative masking,aggregate_from_fold_files,,5fold_cv_derived,moral_to_fable,fine_tuned_embedding,Linq-AI-Research/Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,,0;1;2;3;4,709,0.435057,0.317348,0.566996,0.650212,0.478094,31.669958,4.00141,0.846262,0.522389,Derived from fold_0..fold_4 result files; threshold=0.85,finetuning/ft_09_fn_masking/results/fold_*.json
completed,MORABLES_eval_after_IdioLink,ft_10_option_a,IdioLink transfer option A zero-shot evaluation,option_a_original_results__BGE-M3__gemini/conceptual_abstract/fable+summary,2026-05,full_709,moral_to_fable,fine_tuned_embedding,BGE-M3,BAAI/bge-m3,gemini,,IdioLink,,,fable_summary,gemini/conceptual_abstract/fable+summary,fable_summary,,conceptual_abstract,,709,0.2331,0.1495,0.3145,,0.2606,,,,,zero_shot_MRR=0.2636; delta=-0.0305; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
completed,MORABLES_eval_after_IdioLink,ft_10_option_a,IdioLink transfer option A zero-shot evaluation,option_a_original_results__BGE-M3__gemini/cot_proverb/fable+summary,2026-05,full_709,moral_to_fable,fine_tuned_embedding,BGE-M3,BAAI/bge-m3,gemini,,IdioLink,,,fable_summary,gemini/cot_proverb/fable+summary,fable_summary,,cot_proverb,,709,0.2309,0.1481,0.3075,,0.2605,,,,,zero_shot_MRR=0.2574; delta=-0.0265; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
