similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8037,medium,Do not boast lest you be taken down.,fable_0598,The Lamp,Don't promise more than you can deliver.,fable_0662,A Hunts-man and a Currier
0.8037,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",Stay vigilant and think before you speak.,fable_0382,The Fox And The Partridge
0.8037,medium,"There is satisfaction, however wretched, in taking one's enemy along if one has to die.",fable_0313,The Tuna Fish And The Dolphin,No one is so loving of a friend that they would not prefer their own good to that of another.,fable_0672,A Woman that would needs Die for her Husband
0.8037,medium,Don't make a big fuss over nothing.,fable_0079,The Mountains in Labour,Do not dwell on what has passed.,fable_0609,The Fox and the Man counting waves
0.8036,medium,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints"
0.8036,medium,"It is often the case that people are greedy for things which they think will bring them honour, but which only result in their death and destruction.",fable_0401,Jupiter And The Hare,People are willing to risk their lives for the sake of some petty profit.,fable_0427,The Lark In The Snare
0.8036,medium,People who lay traps for others bring about their own destruction.,fable_0317,The Goat And The Donkey,Some people are so consumed by hatred that they would rather suffer themselves than see their enemies succeed.,fable_0343,The Two Enemies
0.8036,medium,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8036,medium,People who grasp for more than they need are deprived of what they have.,fable_0235,Zeus And The Camel,The unjust man is envious of anyone else's good fortune.,fable_0461,"The Wolf, The Raven And The Ram"
0.8036,medium,The greatest kindness will not bind the ungrateful.,fable_0034,The Farmer and the Snake,Seek the friendship of those who do not withdraw from offering help even in a time of adversity.,fable_0702,A Lion and a Hog
0.8036,medium,Do not say anything at any time that you would not say at all times.,fable_0114,The Wolf and the Kid,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow
0.8036,medium,The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey,Flatterers and deceivers are not to be trusted.,fable_0597,"The Wolf, the Fox and the Gift"
0.8036,medium,Beware of when the powerful and the deceitful collaborate.,fable_0236,"The Night-Owl, The Cat And The Mouse","Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow
0.8035,medium,"Destroy the seed of evil, or it will grow up to your ruin.",fable_0098,The Swallow and the Other Birds,"A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword
0.8035,medium,You should not treat bad people the same way that you treat good people.,fable_0263,The Boy And The Scorpion,Respect is often better shown by refraining from disrespect.,fable_0588,Hermes and the Dog
0.8035,medium,It is unwise to reward when one should punish.,fable_0130,The Man Bitten By The Dog,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar
0.8035,medium,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket,One cannot circumvent his destiny.,fable_0329,Zeus And The Donkeys
0.8035,medium,A liar deceives no one but himself.,fable_0095,The Shipwrecked Impostor,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8035,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",We should not to conclude that we are allowed to do to other people's things what is permitted to them in their own houses.,fable_0630,A Fox and a Knot of Gossips
0.8034,medium,Be yourself and don't pretend to be someone you're not.,fable_0485,The Lion And The Horse,"True worth should be measured by character and deeds, not by outward appearances.",fable_0659,A Lapwing Preferr'd
0.8034,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,You should especially avoid someone who does not even spare his own people.,fable_0295,The Farmer And His Dogs
0.8034,medium,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8034,medium,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",People often make extravagant promises which they are completely unable to carry out.,fable_0480,The Witch On Trial
0.8034,medium,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,Watch the actions of your enemy.,fable_0590,The Sun and the Frogs
0.8034,medium,A little thing in hand is worth more than a great thing in prospect.,fable_0036,The Fisher and the Little Fish,A single reliable skill is worth more than a bag of useless tricks,fable_0164,The Fox And The Cat
0.8034,medium,Do not harm your benefactors.,fable_0282,The Deer And The Vine,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar
0.8033,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush
0.8033,medium,The least outlay is not always the greatest gain.,fable_0112,The Widow and the Sheep,Sometimes a small sacrifice results in a greater good.,fable_0126,The Hunted beaver
0.8033,medium,"Those who would mend others, should first mend themselves.",fable_0087,The Quack Frog,Bad neighbours are the first to suffer from the harm they would do to others.,fable_0349,The Farmer And The Fox
0.8033,medium,Those who do you a favour you must repay kind.,fable_0250,The Eagle And The Farmer,Someone who wants to help his friend must give him what is essential and appropriate.,fable_0514,The Horse And His Groom
0.8033,medium,People who lay traps for others bring about their own destruction.,fable_0317,The Goat And The Donkey,People often make plans that turn out to be to their own disadvantage.,fable_0435,The Maids And The Rooster
0.8033,medium,"Nobody believes people who are inherently wicked, even if they pretend to be good-natured.",fable_0415,"The Wolf, The Horse And The Barley",The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey
0.8033,medium,Easy life and seeming good fortune of others conceal a threat to their welfare.,fable_0328,"The Pig, The Donkey And The Barley",Humble commonalty easily finds safety in obscurity.,fable_0549,The Battle of the Mice and the Weasels
0.8033,medium,"There is no believing a liar, even when he speaks the truth.",fable_0094,The Shepherd's Boy and the Wolf,Those who thrive on deception often retaliate against those who speak the truth.,fable_0429,The Monkeys And The Two Men
0.8033,medium,Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit
0.8033,medium,Understand what you are doing before you do it.,fable_0093,The Shepherd and the Sea,"Pay attention to deeds, not words.",fable_0534,The Bird Catcher And The Cricket
0.8032,medium,"He who covets what belongs to another, deservedly loses his own.",fable_0031,The Dog and the Shadow,Jealousy can lead people to foolishly imitate their betters.,fable_0233,The Monkey And The Camel
0.8032,medium,One man's pleasure may be another's pain.,fable_0020,The Boys and the Frogs,The things which bring us pleasure can often be hazardous as well.,fable_0518,The Young Man And The Prostitute
0.8032,medium,"He who covets what belongs to another, deservedly loses his own.",fable_0031,The Dog and the Shadow,Take pleasure when thieves destroy themselves.,fable_0383,"The Wolf, The Fox And The Shepherd"
0.8032,medium,Don't judge character by appearance.,fable_0546,The Butcher and the Ape,A fine coat is not always an indication of an attractive mind.,fable_0563,The Fox and The Leopard
0.8032,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion
0.8032,medium,"No mercy should be shown to someone who is wicked, regardless of whether his wickedness is great or small.",fable_0364,The Man And The Flea,There is no fixed day on which wicked people are punished.,fable_0414,The Oath's Punishment
0.8032,medium,People often make extravagant promises which they are completely unable to carry out.,fable_0480,The Witch On Trial,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,The Ants And The Pigs
0.8032,medium,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse,There is no wealth greater than liberty.,fable_0505,"The Wolf, The Dog And The Collar"
0.8032,medium,Don't go to extremes.,fable_0559,The Gardener and His Master,Do not let your fancy make you forget realities.,fable_0581,The Wolf and his Shadow
0.8031,medium,Persuasion is better than Force.,fable_0450,The North Wind And The Sun,Wisdom is far superior to strength.,fable_0682,A Fox and a Hare
0.8031,medium,Be careful what you wish for.,fable_0278,The Poor Man And Death,Beware those who value their gain more than their love.,fable_0635,A Wench parting with her Sweetheart
0.8031,medium,"Those who would mend others, should first mend themselves.",fable_0087,The Quack Frog,We must make friends in prosperity if we would have their help in adversity.,fable_0528,The Kite And His Mother
0.8031,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,False men cannot be trusted.,fable_0473,The Shepherd And The Wolf Cub
0.8031,medium,Things you acquire through evil means can be taken from you by evil means.,fable_0432,The Wolf And The Lion,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8031,medium,Do not go chasing after things that are useless and unprofitable.,fable_0249,The Man And The Insect,Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant
0.8031,medium,Consider carefully before changing your situation.,fable_0046,The Fox and the Hedgehog,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket
0.8031,medium,Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant,Flatterers and deceivers are not to be trusted.,fable_0597,"The Wolf, the Fox and the Gift"
0.8031,medium,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",Do not attempt to hide things which cannot be hid.,fable_0526,The Goatherd And The Goat
0.8031,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Do not blame others.,fable_0468,The Rivers And The Sea
0.8031,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",We should not to conclude that we are allowed to do to other people's things what is permitted to them in their own houses.,fable_0630,A Fox and a Knot of Gossips
0.8031,medium,"The dishonest, if they act honestly, get no credit.",fable_0137,"The Wolf, The Fox And The Monkey",Do not take credit for the accomplishments of others.,fable_0160,The Donkey Who Carried The God
0.8031,medium,Good things happen less often.,fable_0184,Zeus And The Good Things,Bad situations rarely get better.,fable_0481,The Monk And The Abbots
0.8030,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,Distrust advice from someone who stands to gain.,fable_0384,The Foxes And Their Tails
0.8030,medium,"When someone with a wicked nature changes his appearance, his behaviour remains the same.",fable_0152,Zeus And The Ant,"Men who are wickedly inclined will not stop their vicious behavior, no matter who urges them to do so.",fable_0689,An Incorrigible Son
0.8030,medium,"There is no believing a liar, even when he speaks the truth.",fable_0094,The Shepherd's Boy and the Wolf,"Clothes may disguise a fool, but his words will give him away.",fable_0316,"The Fox, The Donkey And The Lion Skin"
0.8030,medium,Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath",Do not harm your benefactors.,fable_0282,The Deer And The Vine
0.8030,medium,Greed often overreaches itself.,fable_0050,The Goose With the Golden Eggs,"A greedy man does not gladly give anything away, even when he has enough for himself.",fable_0513,The Monkey And The Fox
0.8030,medium,We had better bear our troubles bravely than try to escape them.,fable_0357,"The Father, The Son And The Lion","Do not mock the feelings of old age, as no one can escape them if they go on living.",fable_0644,A Young Droll and a Crooked Old Man
0.8029,medium,"Value is what others think of you, not what you think of yourself.",fable_0622,The River Fish and The Sea Fish,"People are to be judged by their actions, not by their appearance.",fable_0677,A Cat and Mice
0.8029,medium,People with a history of wrongdoing are often not trusted.,fable_0344,"The Farmer, The Wolf And The Plow",Overconfidence often leads people into danger.,fable_0504,The Rooster And The Cats
0.8029,medium,Those who act in their own self-interest while pretending to help others will not earn gratitude.,fable_0479,The Man And The Weasel,Beware those who value their gain more than their love.,fable_0635,A Wench parting with her Sweetheart
0.8029,medium,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold,No one can be safe in peace unless they are always ready to face an enemy in case of war.,fable_0678,A Wolf and a Porcupine
0.8029,medium,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",fable_0420,The Lion And The Unicorn,"Try to make something, and do not let envy pass judgment on it. Nothing is entirely satisfactory to the dishonest.",fable_0491,Momus And The Gods
0.8029,medium,"Nothing should be condemned, since there is nothing so worthless and humble that it cannot at some time or another prove to be useful.",fable_0660,A Priest and Pears,No one is so contemptible that he cannot be of use to us in some way.,fable_0704,"A Lion, Ass, and Hare"
0.8029,medium,The weak may find a way to avenge a wrong.,fable_0561,The Eagle and The Beetle,"In all disputes, those who keep their opponents afraid of revenge come out best.",fable_0637,An Eele and a Snake
0.8029,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog"
0.8029,medium,The greatest kindness will not bind the ungrateful.,fable_0034,The Farmer and the Snake,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble
0.8029,medium,Do not attempt the impossible.,fable_0183,The Frog And The Ox,"When we are avoiding present dangers, we should not fall into even worse peril.",fable_0640,The Fishes and the Frying-Pan
0.8029,medium,"When your adversary is also your judge, don't bother arguing.",fable_0428,A Lark in A Net,Degrading your opponents only diminishes your own victory.,fable_0618,Aesop and the Athlete
0.8029,medium,Jealousy can lead people to foolishly imitate their betters.,fable_0233,The Monkey And The Camel,The unjust man is envious of anyone else's good fortune.,fable_0461,"The Wolf, The Raven And The Ram"
0.8029,medium,Don't make a big fuss over nothing.,fable_0079,The Mountains in Labour,Don't go to extremes.,fable_0559,The Gardener and His Master
0.8028,medium,People often grasp for more than they need and thus lose the little they have.,fable_0181,The Man And The Golden Eggs,Those who avoid hardship may miss out on valuable rewards.,fable_0441,The Monkey And The Nut
0.8028,medium,"When we form friendships with one another, we must choose allies who can come to our aid in moments of peril.",fable_0227,The Dolphin And The Lion,An enemy is most dangerous when offering you help.,fable_0517,The Sow And The Wolf
0.8028,medium,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",fable_0281,The Deer And The Lion,"It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,Augustus And The Murder
0.8028,medium,"You may share the labours of the great, but you will not share the spoil.",fable_0070,The Lion's Share,Things you acquire through evil means can be taken from you by evil means.,fable_0432,The Wolf And The Lion
0.8028,medium,It is a foolish thing to give advice to others while not looking out for oneself.,fable_0340,The Hare And The Sparrow,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8028,medium,Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant,Beware of enterprizes where the risks are not equal.,fable_0397,The Swans And The Geese
0.8028,medium,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit,Do not blame others for the circumstances of their upbringing.,fable_0311,The Hunting Dog And The Watch Dog
0.8028,medium,Those who avoid hardship may miss out on valuable rewards.,fable_0441,The Monkey And The Nut,It is better to endure short-term struggles for long-term benefits than the other way around.,fable_0606,Prometheus and the two roads
0.8028,medium,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble,No one is so contemptible that he cannot be of use to us in some way.,fable_0704,"A Lion, Ass, and Hare"
0.8028,medium,Don't promise big things if you can't deliver.,fable_0413,The Mountain In Labour,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8028,medium,Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8028,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,People with a history of wrongdoing are often not trusted.,fable_0344,"The Farmer, The Wolf And The Plow"
0.8028,medium,People are often eager to treat their enemies well in the hopes of gaining something by it.,fable_0169,The Crow And Athena,Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8028,medium,Do unto others what you would have them do unto you.,fable_0042,The Fox and the Crane,Bear that those who are inferior to you in merit should be like you in outside appearances.,fable_0396,Jupiter And The Goats
0.8027,medium,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare,"Sometimes, the greatest threats come from those you trust.",fable_0399,The Halcyon And The Sea
0.8027,medium,Marrying someone unworthy can lead to a tarnished reputation.,fable_0437,The Snail And The Mirror,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",fable_0538,The Doves And The Kite
0.8027,medium,Do not grasp at more than you need.,fable_0298,"The Dog, The Meat And The Reflection",Know yourself and your limits.,fable_0596,The Wolf and The Fox
0.8027,medium,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush,Many people renounce wicked activities only because they are prevented from conducting them any longer.,fable_0663,A Hermit and a Soldier
0.8027,medium,A change of place does not make you a saint.,fable_0463,"The Raven, The Stork And His Beak",Do not be in a hurry to change one evil for another.,fable_0503,The Oxen And The Butcher
0.8027,medium,"Those who would mend others, should first mend themselves.",fable_0087,The Quack Frog,"We must help one another, for if a neighbor falls, their burden will fall on you.",fable_0575,The Donkey and the Ox
0.8027,medium,You will only injure yourself if you take notice of despicable enemies.,fable_0012,The Bald Man and the Fly,Do not harm your benefactors.,fable_0282,The Deer And The Vine
0.8027,medium,A wicked nature does not produce a good character.,fable_0165,"The Shepherd, The Wolf Cub And The Wolf",The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey
0.8027,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,Men often condemn others for what they see no wrong in doing themselves.,fable_0115,The Wolf and the Shepherds
0.8027,medium,You should not treat bad people the same way that you treat good people.,fable_0263,The Boy And The Scorpion,Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints"
0.8027,medium,Success leads many astray to their ruin.,fable_0131,Aesop And The Hooligan,Luck often bestows the things that skill cannot obtain.,fable_0361,The Fishermen And The Tuna Fish
0.8027,medium,It is unwise to reward when one should punish.,fable_0130,The Man Bitten By The Dog,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8027,medium,Enemies' promises were made to be broken.,fable_0082,The Nurse and the Wolf,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees
0.8027,medium,Consider carefully before changing your situation.,fable_0046,The Fox and the Hedgehog,Don't go to extremes.,fable_0559,The Gardener and His Master
0.8026,medium,We had better bear our troubles bravely than try to escape them.,fable_0357,"The Father, The Son And The Lion",It is better to be loved than feared.,fable_0584,Winter and Spring
0.8026,medium,Do not attempt too much at once.,fable_0019,The Boy and the Filberts,You should not add one problem to another.,fable_0490,Aesop And The Runaway Slave
0.8026,medium,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King,Foresake the hard when an easier way is available.,fable_0585,The Camel and The Arab
0.8026,medium,Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints",It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8026,medium,"Gratitude should be shown through kindness, not harm.",fable_0139,The Nut Tree And The People,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women
0.8026,medium,Do not say anything at any time that you would not say at all times.,fable_0114,The Wolf and the Kid,Do not let anything turn you from your purpose.,fable_0421,"The Kid, The Wolf And The Flute"
0.8026,medium,Foolish people disregard important business in favour of frivolities.,fable_0136,Demades And The Athenians,People get themselves into trouble because of their boasting.,fable_0145,The Foxes At The River
0.8026,medium,Do not go chasing after things that are useless and unprofitable.,fable_0249,The Man And The Insect,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow
0.8026,medium,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,The Clay Pot And The Rain,"True worth should be measured by character and deeds, not by outward appearances.",fable_0659,A Lapwing Preferr'd
0.8026,medium,He who shares the danger ought to share the prize.,fable_0109,The Two Travelers and the Axe,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar
0.8026,medium,A liar deceives no one but himself.,fable_0095,The Shipwrecked Impostor,Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil
0.8025,medium,"Fine clothes may disguise, but silly words will disclose a fool.",fable_0008,The Ass in the Lion's Skin,Vanity betrays every fraud.,fable_0269,Hermes And Tiresias
0.8025,medium,He who shares the danger ought to share the prize.,fable_0109,The Two Travelers and the Axe,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting
0.8025,medium,Consider carefully before changing your situation.,fable_0046,The Fox and the Hedgehog,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8025,medium,A liar deceives no one but himself.,fable_0095,The Shipwrecked Impostor,"If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well.",fable_0265,The Dogs And The Crocodiles
0.8025,medium,Good will is worth nothing unless it is accompanied by good acts.,fable_0280,The Deer And Her Friends,The memory of a good deed lives.,fable_0451,The Old Woman And The Wine Jar
0.8025,medium,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog,No one is so loving of a friend that they would not prefer their own good to that of another.,fable_0672,A Woman that would needs Die for her Husband
0.8025,medium,Those who try to deceive may expect to be paid in their own coin.,fable_0299,"The Fox, The Rooster And The Dog",People who offer to give someone many gifts are no doubt trying to deceive.,fable_0310,The Dog-Catcher And The Dog
0.8025,medium,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,Things you acquire through evil means can be taken from you by evil means.,fable_0432,The Wolf And The Lion
0.8025,medium,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion,Indulgence in luxuries can lead to peril.,fable_0516,The Mouse In The Pot
0.8025,medium,"A greedy man does not gladly give anything away, even when he has enough for himself.",fable_0513,The Monkey And The Fox,He who claims any good for himself takes away from the source of all the good he enjoys.,fable_0669,A River and a Fountain
0.8025,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",Beware of when the powerful and the deceitful collaborate.,fable_0236,"The Night-Owl, The Cat And The Mouse"
0.8025,medium,You should not treat bad people the same way that you treat good people.,fable_0263,The Boy And The Scorpion,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women
0.8025,medium,Do not harm your benefactors.,fable_0282,The Deer And The Vine,Do not play the wise man after the fact.,fable_0288,The Doctor At The Funeral
0.8024,medium,"There is satisfaction, however wretched, in taking one's enemy along if one has to die.",fable_0313,The Tuna Fish And The Dolphin,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar
0.8024,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,Do not blame others.,fable_0468,The Rivers And The Sea
0.8024,medium,Better no rule than cruel rule.,fable_0048,The Frogs Asking for a King,It is unwise to reward when one should punish.,fable_0130,The Man Bitten By The Dog
0.8024,medium,Caution is far superior to reckless haste and hurry.,fable_0426,The Pigeon And The Painting,Persuasion is better than Force.,fable_0450,The North Wind And The Sun
0.8024,medium,Do not mock the gods.,fable_0156,The Man And The Oracle,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog"
0.8024,medium,Some people are so consumed by hatred that they would rather suffer themselves than see their enemies succeed.,fable_0343,The Two Enemies,"It is often the case that people are greedy for things which they think will bring them honour, but which only result in their death and destruction.",fable_0401,Jupiter And The Hare
0.8024,medium,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,The Clay Pot And The Rain,No one should boast when his prowess is a matter of mere circumstance.,fable_0519,The Ram And The Wolf
0.8024,medium,Distrust advice from someone who stands to gain.,fable_0384,The Foxes And Their Tails,Beware those who value their gain more than their love.,fable_0635,A Wench parting with her Sweetheart
0.8024,medium,"There is no believing a liar, even when he speaks the truth.",fable_0094,The Shepherd's Boy and the Wolf,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8024,medium,You should especially avoid someone who does not even spare his own people.,fable_0295,The Farmer And His Dogs,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8024,medium,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,The Clay Pot And The Rain,Don't take on more than you can accomplish.,fable_0508,The Jackdaw And The Eagle
0.8024,medium,Do not grasp at more than you need.,fable_0298,"The Dog, The Meat And The Reflection",Don't promise big things if you can't deliver.,fable_0413,The Mountain In Labour
0.8024,medium,Good will is worth nothing unless it is accompanied by good acts.,fable_0280,The Deer And Her Friends,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8023,medium,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer
0.8023,medium,Do not attempt to hide things which cannot be hid.,fable_0526,The Goatherd And The Goat,"Do not trade what might come, which is uncertain, for present opportunities, which can never be regained.",fable_0654,A Fowler and a Chaffinch
0.8023,medium,Physical stature does not guarantee wisdom or intelligence.,fable_0407,Hermes And The Dose Of Intelligence,A fine coat is not always an indication of an attractive mind.,fable_0563,The Fox and The Leopard
0.8023,medium,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fable_0140,The Bird Catcher And The Viper,Those who thrive on deception often retaliate against those who speak the truth.,fable_0429,The Monkeys And The Two Men
0.8023,medium,Don't make a big fuss over nothing.,fable_0079,The Mountains in Labour,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women
0.8023,medium,Good things happen less often.,fable_0184,Zeus And The Good Things,"Bad things naturally happen to bad people, while good things lie in wait for people who are honest and reasonable.",fable_0276,The Cyclops And His Treasure
0.8023,medium,Rewards do not always accompany a lifetime of good work.,fable_0212,The Old Dog And His Master,Man's greatest treasure consists in work.,fable_0356,The Farmer And His Sons
0.8023,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs
0.8023,medium,Watch the actions of your enemy.,fable_0590,The Sun and the Frogs,There is danger in the silent enemy.,fable_0623,The Rustic seeking to Cross a River
0.8023,medium,Appearances can be deceiving.,fable_0445,The Mice And The Weasel,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8023,medium,Take pleasure when thieves destroy themselves.,fable_0383,"The Wolf, The Fox And The Shepherd",The weak may find a way to avenge a wrong.,fable_0561,The Eagle and The Beetle
0.8023,medium,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8023,medium,"Sometimes, the greatest threats come from those you trust.",fable_0399,The Halcyon And The Sea,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8023,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs
0.8022,medium,Work honestly and you won't be scorned.,fable_0150,The Ant And The Fly,Honesty is the best policy.,fable_0408,"The Man, Hermes And The Axes"
0.8022,medium,People often grudge others what they cannot enjoy themselves.,fable_0030,The Dog in the Manger,Some never understand the actions of others.,fable_0362,The Fisherman And The River
0.8022,medium,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar,Degrading your opponents only diminishes your own victory.,fable_0618,Aesop and the Athlete
0.8022,medium,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,Do not try to grasp too much at once.,fable_0347,The Kite And The Partridges
0.8022,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,Pick your enemies.,fable_0619,The Crow and The Sheep
0.8022,medium,The promises of the greedy are often empty and insincere.,fable_0409,The Traveller And Hermes,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,The Ants And The Pigs
