query_idx,moral_text,gt_fable_idx,gt_fable_title,gt_moral_category,gt_themes,gt_rank,gt_score,top1_fable_idx,top1_fable_title,top1_moral_category,top1_themes,top1_score,score_gap
354,"Injuries may be forgiven, but not forgotten.",354,The Snake And The Farmer,trust,grief|revenge|reconciliation|irreconcilable loss,2,0.8452,353,The Snake And The Farmer,trust,trust|betrayal|forgiveness|reconciliation,0.8851,0.0399
375,People who act impulsively can end up in regrettable situations.,375,The Fox And The Hare In The Well,wisdom,foresight|planning|recklessness|consequences,3,0.4365,426,The Pigeon And The Painting,wisdom,illusion|thirst|fatality|appearance vs reality,0.4761,0.0395
402,Those who scheme against others may ultimately fall victim to their own plots.,402,The Roosters And The Hawk,justice,justice turned on self|malice|poetic justice|scheming,4,0.7339,317,The Goat And The Donkey,deception,envy|deception|consequences|justice,0.7727,0.0388
236,Beware of when the powerful and the deceitful collaborate.,236,"The Night-Owl, The Cat And The Mouse",wisdom,alliance|suspicion|self-preservation|cunning,4,0.6024,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.6408,0.0384
100,Every man for himself.,100,The Three Tradesmen,wisdom,bias|self-interest|judgment|perspective,4,0.5273,672,A Woman that would needs Die for her Husband,courage,cowardice|self-preservation|sacrifice|hypocrisy,0.5650,0.0377
561,The weak may find a way to avenge a wrong.,561,The Eagle and The Beetle,justice,revenge|divine intervention|justice|respect,5,0.6697,163,The Eagle And The Fox,justice,justice|revenge|power|consequences,0.7072,0.0375
325,The insubordinate are free from both obligation and protection.,325,"The Donkey, The Onager And The Lion",contentment,freedom|envy|fate|consequences,5,0.5231,602,The Sheep and The Dog,ingratitude,value of labor|fairness|different roles|gratitude,0.5602,0.0371
423,Every man should be content to mind his own business.,423,The Seagull And The Kite,contentment,overindulgence|consequences|staying in one's domain|excess,2,0.5695,506,The Dolphins And The Whales,pride,pride|mediation|war|contempt,0.6065,0.0370
108,The strong and the weak cannot keep company.,108,The Two Pots,wisdom,caution|inequality|friendship|wisdom,3,0.6297,107,The Two Pots,wisdom,caution|inequality|friendship|wisdom,0.6664,0.0367
341,Some people will do anything to get what they want.,341,The Eagle And The Kite,deception,deception|boasting|disappointment|marriage,4,0.4693,284,"The Man, The Pig And The Miracle",deception,deception|debt|humor|wit,0.5050,0.0356
98,"Destroy the seed of evil, or it will grow up to your ruin.",98,The Swallow and the Other Birds,wisdom,wisdom|foresight|consequences|ignored warnings,2,0.6753,611,The Owl and The Birds,wisdom,foresight|wisdom ignored|prophecy|regret,0.7103,0.0350
433,You will hurt yourself and accomplish nothing if you try to imitate someone who is far better than you are.,433,The Lizard And The Snake,ambition,envy|ambition|self-destruction|limits,3,0.7109,508,The Jackdaw And The Eagle,hubris,imitation|ambition|limits|self-knowledge,0.7458,0.0349
674,Even beneficial things all appear to be drastic and sure to hurt for those those who are unfamiliar with them and inexperienced.,674,A Man that would not take a Clyster,wisdom,ignorance|pride|medicine|stubbornness,10,0.4782,56,"The Hawk, the Kite, and the Pigeons",trust,protection|trust|danger|folly,0.5127,0.0345
101,Never put yourself in your enemy's clutches.,101,The Tortoise and the Birds,ambition,greed|deception|ambition|consequences,7,0.6010,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.6351,0.0342
148,There's a time for work and a time for play.,148,The Ant And The Dung Beetle,patience,patience|industry|foresight|consequences,4,0.5350,149,The Ant And The Cricket,patience,patience|foresight|industry|consequences,0.5686,0.0336
496,It is difficult to truly know a person.,496,Pompey And His Soldier,courage,appearances|courage|hidden strength|justice,6,0.3740,677,A Cat and Mice,deception,deception|naivety|danger|appearances,0.4076,0.0336
333,A life of greed and hoarding wealth leads to misery.,333,The Fox And The Dragon,fate,fate|duty|futility|fortune,3,0.5443,707,A Miser and his Bags,greed,greed|avarice|consequences|ill-gotten wealth,0.5775,0.0333
95,A liar deceives no one but himself.,95,The Shipwrecked Impostor,deception,deception|lying|pride|consequences,2,0.6585,174,The Monkey And The Dolphin,deception,deception|lying|consequences|pride,0.6914,0.0329
578,Justice is fickle.,578,"The Swallow, The Serpent, and The Court of Justice",justice,injustice|irony|vulnerability|protection,6,0.5219,205,"The Nightingale, The Hawk And The Bird Catcher",justice,cruelty|predation|justice|retribution,0.5546,0.0327
379,Take warning from the misfortunes of others.,379,"The Fox, The Lion And The Footprints",wisdom,vigilance|caution|deception|observation,2,0.7197,68,"The Lion, the Fox, and the Ass",wisdom,cunning|power|survival|learning,0.7520,0.0323
34,The greatest kindness will not bind the ungrateful.,34,The Farmer and the Snake,ingratitude,ingratitude|compassion|danger|consequences,3,0.6217,0,Androcles,friendship,gratitude|kindness|friendship|compassion,0.6536,0.0319
85,Be content with your lot; one cannot be first in everything.,85,The Peacock and Juno,vanity,vanity|contentment|acceptance|divine judgment,2,0.8077,270,Juno And The Peacock,contentment,fate|contentment|beauty|envy,0.8380,0.0302
328,Easy life and seeming good fortune of others conceal a threat to their welfare.,328,"The Pig, The Donkey And The Barley",wisdom,death|irony|appetite|wisdom,7,0.5645,93,The Shepherd and the Sea,greed,greed|risk|regret|contentment,0.5947,0.0302
663,Many people renounce wicked activities only because they are prevented from conducting them any longer.,663,A Hermit and a Soldier,wisdom,vice|cynicism|religion|worldly motivation,2,0.5287,683,An Old Man resolv'd to give over Whoring,wisdom,repentance|hypocrisy|self-awareness|aging,0.5588,0.0300
225,People who enter into contests with unworthy opponents lower their own reputation.,225,The Gnat And The Bull,pride,pride|insignificance|provocation|dignity,2,0.7233,123,The Donkey And The Wild Boar,pride,dignity|insult|restraint|humor,0.7531,0.0298
96,Fine work gets preserved and treasured.,96,The Silkworm and Spider,vanity,pride|vanity|craft|purpose,2,0.4316,451,The Old Woman And The Wine Jar,contentment,memory|nostalgia|pleasure|contentment,0.4610,0.0295
403,Do not neglect small advantages in hopes of better ones.,403,The Hawk And The Nightingale,wisdom,opportunism|pragmatism|certain gain vs uncertain gain|power,5,0.6678,654,A Fowler and a Chaffinch,greed,greed|opportunity|waiting too long|regret,0.6972,0.0294
314,Some can do wrong more easily than others can see it.,314,The Wolf And The Raven,justice,injustice|double standards|hypocrisy|envy,4,0.5563,526,The Goatherd And The Goat,justice,concealment|evidence|truth|consequences,0.5856,0.0294
564,A little thing in hand is worth more than a great thing in prospect.,564,The Fisherman and The Little Fish,wisdom,certainty vs risk|practical wisdom|small gains|opportunity,3,0.6961,36,The Fisher and the Little Fish,wisdom,certainty|opportunity|prudence|greed,0.7254,0.0293
91,One good turn deserves another.,91,The Serpent and the Eagle,ingratitude,gratitude|ingratitude|revenge|kindness,4,0.8979,250,The Eagle And The Farmer,friendship,gratitude|repayment|kindness|warning,0.9266,0.0287
165,A wicked nature does not produce a good character.,165,"The Shepherd, The Wolf Cub And The Wolf",ingratitude,nature|ingratitude|duality|consequences,4,0.6194,118,The Woodman and the Serpent,ingratitude,ingratitude|kindness|betrayal|nature,0.6477,0.0283
604,Know your place.,604,The Tail of the Serpent,wisdom,authority|leadership|chaos without guidance|rebellion,2,0.5581,579,The Weasel and the Partridge,wisdom,seniority|hierarchy|newcomer vs established|social status,0.5860,0.0280
662,Don't promise more than you can deliver.,662,A Hunts-man and a Currier,wisdom,counting chickens before they hatch|overconfidence|wisdom|deception,5,0.4545,199,The Two Dung Beetles,friendship,friendship|broken promises|abundance|self-interest,0.4822,0.0277
229,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,229,"The Lion, The Bull And His Horns",deception,deception|disarmament|cunning|vulnerability,6,0.5263,265,The Dogs And The Crocodiles,wisdom,danger|caution|cunning|survival,0.5535,0.0272
167,True value is wasted on those who cannot appreciate it.,167,The Rooster And The Pearl,contentment,value|perspective|practicality|contentment,2,0.6331,26,The Cock and the Pearl,contentment,value|contentment|priorities|wisdom,0.6601,0.0271
228,"Unity is strength, while division invites defeat.",228,The Two Bulls And The Lion,trust,unity|division|deception|defeat,4,0.7871,511,The Old Man And His Sons,wisdom,unity|strength|family|division,0.8138,0.0267
553,Life is a mixture of grief and joy.,553,The Pilot and the Mariners,wisdom,moderation|wisdom|fortune's volatility|caution,2,0.5476,610,Prometheus and the tears,wisdom,sorrow|human nature|inevitability of tears|creation,0.5737,0.0262
352,Those who complain about their duties often forget their own role in creating the situation.,352,"The Farmer, The Cattle And The Manure",justice,responsibility|justice|labor|fairness,2,0.5843,502,The Bulls And The Wagon,ingratitude,ingratitude|noise vs labour|irony|complaining,0.6104,0.0260
37,To do the right thing at the right season is a great art.,37,The Fisherman Piping,wisdom,timing|effort|futility|irony,2,0.5719,645,An Old Fellow and a Young Wench,wisdom,folly|aging|marriage|regret,0.5978,0.0260
436,Someone who cannot manage his own affairs is not qualified to give advice to his neighbours.,436,The Merchant And The Ravens,wisdom,superstition|omens|skepticism|reason,2,0.6554,87,The Quack Frog,deception,hypocrisy|pretense|credibility|charlatanism,0.6802,0.0248
705,The conflicts of the wicked are the protection of the good.,705,Pigeons Reconcile the Hawks,wisdom,naivety|peacemaking|unintended consequences|helping enemies,3,0.5625,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.5872,0.0247
555,We must not require what is unreasonable.,555,The Author,contentment,human limitations|divine order|contentment|ambition,5,0.5088,102,The Tortoise and the Eagle,hubris,hubris|ambition|fate|contentment,0.5327,0.0238
657,"It's wise and kind to be considerate of one another, for no one knows their own end.",657,Oxen and Timber,fate,fate|perspective|burden|irony,2,0.5421,706,An Old Man that was willing to put off Death,fate,death|denial|mortality|procrastination,0.5659,0.0238
529,A coward by nature will always be a coward.,529,The Deer And His Mother,courage,fear|instinct|self-knowledge|courage,2,0.6632,259,The Coward And The Ravens,courage,cowardice|superstition|courage|omens,0.6865,0.0233
109,He who shares the danger ought to share the prize.,109,The Two Travelers and the Axe,friendship,friendship|fairness|cowardice|justice,2,0.6186,532,The Fox And The Lion Hunting,greed,partnership|greed|independence|consequences,0.6418,0.0232
230,"Those who take by force are met with resistance, while those who approach with humility may find unexpected generosity.",230,The Lion And The Two Men,justice,justice|character|honesty|reward,2,0.6744,450,The North Wind And The Sun,wisdom,persuasion|force vs gentleness|wisdom|nature,0.6972,0.0228
348,Nothing escapes the master's eye.,348,The Stag Among The Cattle,wisdom,danger|trust|fate|vigilance,2,0.6653,55,The Hart in the Ox-Stall,wisdom,hiding|vigilance|danger|discovery,0.6881,0.0228
293,False sympathy often masks selfish intentions.,293,"The Shepherd, The Dog And The Sick Sheep",deception,deception|hypocrisy|suspicion|predation,2,0.7357,675,A Wolf and a Sick Ass,wisdom,wisdom|distrust|self-preservation|cunning,0.7569,0.0213
178,Do not let fame get to your head.,178,'The Prince',vanity,vanity|mistaken identity|hubris|public humiliation,4,0.5003,598,The Lamp,pride,boasting|humility|hubris|transience,0.5215,0.0212
295,You should especially avoid someone who does not even spare his own people.,295,The Farmer And His Dogs,wisdom,survival|self-preservation|wisdom|betrayal,2,0.6200,204,The Bird Catcher And The Partridge,trust,betrayal|treachery|desperation|punishment,0.6393,0.0193
233,Jealousy can lead people to foolishly imitate their betters.,233,The Monkey And The Camel,pride,envy|imitation|humiliation|talent,2,0.6806,508,The Jackdaw And The Eagle,hubris,imitation|ambition|limits|self-knowledge,0.6992,0.0186
107,Equals make the best friends.,107,The Two Pots,wisdom,caution|inequality|friendship|wisdom,2,0.8302,108,The Two Pots,wisdom,caution|inequality|friendship|wisdom,0.8483,0.0181
309,No one can be a friend if you know not whether to trust or distrust him.,309,The Dog And The Hare,trust,ambiguity|friendship|enmity|honesty,3,0.6209,190,The War Between The Beasts And The Birds,trust,loyalty|betrayal|opportunism|punishment,0.6380,0.0171
509,Use care to place your blame on the right person.,509,The Farmer And The Sea,justice,blame|nature|fairness|perspective,2,0.6701,648,An Old Woman and the Devil,deception,blame-shifting|accountability|deception|responsibility,0.6862,0.0161
668,"When public officials encourage foolishness, it's no surprise if fools try to become public officials.",668,An Ass puts in for an Office,ambition,ambition|merit|absurdity|recognition,2,0.5107,646,An Eagle and a Pye,vanity,ambition|vanity|leadership|foolishness,0.5258,0.0152
147,Nature and instincts can persist despite changes in form or appearance.,147,Zeus And Prometheus,nature,nature|creation|fate|transformation,2,0.5575,23,The Cat-Maiden,nature,nature|transformation|instinct|identity,0.5725,0.0150
589,"Sometimes, Wicked people commit crime in haste but are not punished until much later.",589,The Judgments of Zeus,justice,divine justice|fate|delayed punishment|divine order,2,0.6202,414,The Oath's Punishment,justice,perjury|divine punishment|justice|deception,0.6344,0.0142
357,We had better bear our troubles bravely than try to escape them.,357,"The Father, The Son And The Lion",fate,fate|overprotection|inevitability|dreams,3,0.6051,490,Aesop And The Runaway Slave,wisdom,consequences|guilt|escape|wisdom,0.6191,0.0139
132,People are asking for trouble if they make fun of someone who is better than they are.,132,Aesop And The Shipbuilders,hubris,humor|wit|nature|hubris,2,0.6566,569,"Zeus and Apollo, A Contest in Archery",hubris,divine power|hubris|contest|effortless superiority,0.6697,0.0131
396,Bear that those who are inferior to you in merit should be like you in outside appearances.,396,Jupiter And The Goats,vanity,vanity|gender equality|vain pride|divine indulgence,2,0.6535,159,The Trees And The Bramble Bush,vanity,rivalry|vanity|mediation|pride,0.6665,0.0130
679,"Save a Thief from the Gallows, and he'll cut your Throat.",679,A Mouse and a Kite,ingratitude,ingratitude|trust|betrayal|naivety,2,0.7268,34,The Farmer and the Snake,ingratitude,ingratitude|compassion|danger|consequences,0.7392,0.0124
216,"What you have done to others will likewise be done to you, according to the same measure.",216,The Lioness And The Wild Boar,justice,grief|justice|retribution|irony,3,0.7538,454,The Panther And The People,justice,gratitude|vengeance|justice|mercy,0.7658,0.0120
83,Stoop to conquer.,83,The Oak and the Reeds,hubris,flexibility|pride|resilience|humility,2,0.5966,225,The Gnat And The Bull,pride,pride|insignificance|provocation|dignity,0.6069,0.0103
441,Those who avoid hardship may miss out on valuable rewards.,441,The Monkey And The Nut,patience,impatience|short-sightedness|perseverance|reward,2,0.4897,323,The Donkey And The Mule,justice,fairness|justice|consequences|wisdom,0.4998,0.0101
512,"Where force is not enough, cleverness must be used instead.",512,The Lizard And The Snake,wisdom,cunning|survival|quick thinking|escape,2,0.7605,275,The Eagle And The Crow,deception,deception|greed|trickery|trust,0.7703,0.0098
8,"Fine clothes may disguise, but silly words will disclose a fool.",8,The Ass in the Lion's Skin,vanity,deception|vanity|folly|true nature,2,0.8571,316,"The Fox, The Donkey And The Lion Skin",pride,disguise|pride|identity|wisdom,0.8664,0.0093
235,People who grasp for more than they need are deprived of what they have.,235,Zeus And The Camel,greed,greed|divine punishment|envy|acceptance,3,0.7470,19,The Boy and the Filberts,greed,greed|moderation|disappointment|wisdom,0.7558,0.0088
338,Pride goes before destruction.,338,The Two Roosters And The Eagle,hubris,pride|hubris|consequences|fate,2,0.7557,581,The Wolf and his Shadow,pride,pride|overconfidence|illusion|downfall,0.7635,0.0078
151,One good turn deserves another.,151,"The Ant, The Pigeon And The Bird-Catcher",friendship,gratitude|friendship|reciprocity|kindness,3,0.9191,250,The Eagle And The Farmer,friendship,gratitude|repayment|kindness|warning,0.9266,0.0074
516,Indulgence in luxuries can lead to peril.,516,The Mouse In The Pot,contentment,gluttony|acceptance of death|contentment|irony,2,0.5772,206,The Sparrow And The Myrtle Berries,contentment,greed|temptation|self-destruction|contentment,0.5840,0.0068
542,Tears don't always signify pity.,542,"The Birds, The Bird Catcher And His Tears",deception,deceptive appearances|false sympathy|vigilance|wise counsel ignored,2,0.6140,293,"The Shepherd, The Dog And The Sick Sheep",deception,deception|hypocrisy|suspicion|predation,0.6208,0.0067
59,Self-help is the best help.,59,Hercules and the Wagoner,wisdom,self-reliance|effort|prayer|help,2,0.7661,66,The Lark and Her Young Ones,wisdom,self-reliance|action|prudence|wisdom,0.7728,0.0067
545,Any excuse will serve a tyrant.,545,The Wolf and the Lamb,justice,injustice|power|tyranny|false accusations,2,0.8398,238,The Cat And The Rooster,justice,pretext|tyranny|self-justification|power,0.8460,0.0062
198,No piece of luck can conceal a depraved nature.,198,Jupiter And The Fox,nature,nature|transformation|instinct|divine judgment,2,0.5841,165,"The Shepherd, The Wolf Cub And The Wolf",ingratitude,nature|ingratitude|duality|consequences,0.5895,0.0054
48,Better no rule than cruel rule.,48,The Frogs Asking for a King,ambition,ambition|governance|discontent|consequences,2,0.5165,584,Winter and Spring,wisdom,joy vs fear|freedom|tyranny|seasonal change,0.5209,0.0045
38,Union is strength.,38,The Four Oxen and the Lion,friendship,unity|strength|division|cooperation,2,0.8423,511,The Old Man And His Sons,wisdom,unity|strength|family|division,0.8466,0.0043
639,The shortest and surest way of doing things is best.,639,Seamen Praying to Saints,wisdom,faith|wisdom|prayer|simplicity,2,0.5296,585,The Camel and The Arab,wisdom,futility of choices|forced options|irony|complaints,0.5336,0.0040
595,Do not neglect the loyalty of old friends to please new acquaintances.,595,"The Lion, The Fox and the Monkey serving dinner",wisdom,favoritism|hospitality|loyalty|fear of loss,2,0.7984,49,The Goatherd and the Wild Goats,trust,ingratitude|trust|favoritism|loyalty,0.8017,0.0033
598,Do not boast lest you be taken down.,598,The Lamp,pride,boasting|humility|hubris|transience,2,0.7312,338,The Two Roosters And The Eagle,hubris,pride|hubris|consequences|fate,0.7342,0.0029
257,An alliance made with the high and mighty can never be trusted.,257,"The Lion, The Cow, The She-Goat And The Sheep",justice,power|greed|injustice|strength,2,0.7245,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.7275,0.0029
88,Change of habit cannot alter nature.,88,The Raven and the Swan,nature,envy|nature|futility|imitation,2,0.8124,23,The Cat-Maiden,nature,nature|transformation|instinct|identity,0.8152,0.0028
680,Unwanted visits are a nuisance to a peaceful person's life.,680,A Cockle and Jupiter,wisdom,security|vulnerability|self-sufficiency|social environment,2,0.4830,681,A Hedge-Hog and a Snake,wisdom,hospitality|overstaying|cunning|assertiveness,0.4857,0.0027
130,It is unwise to reward when one should punish.,130,The Man Bitten By The Dog,wisdom,consequences|wisdom|unintended effects|humor,2,0.6359,247,"The Two Men, The Eagle And The Fox",wisdom,gratitude|self-interest|counsel|repayment,0.6382,0.0024
418,People who have been judged in the past can later on be in a position to judge their former teachers.,418,The Two Hyenas,nature,gender reversal|memory|nature|warning,3,0.5052,473,The Shepherd And The Wolf Cub,deception,dangerous lessons|betrayal|nurture|consequences,0.5075,0.0023
158,Some things you cannot change.,158,The Black Man In The River,nature,nature|futility|acceptance|humor,2,0.5700,120,The Aethiop,nature,nature|futility|ignorance|acceptance,0.5721,0.0022
311,Do not blame others for the circumstances of their upbringing.,311,The Hunting Dog And The Watch Dog,justice,labour|fairness|responsibility|wisdom,2,0.6588,346,The Eunuch And His Accuser,wisdom,fate|insult|wisdom|dignity,0.6596,0.0009
